municipio_cvegeo,total_camas,Nom_Ent,Nom_Mun,municipio_cvegeo,total_camas,Nom_Mun,Entidad,Total_camas
16009,58,Michoacán de Ocampo,Ario,16009,58,Ario,,
16010,10,Michoacán de Ocampo,Arteaga,16010,10,Arteaga,,
16011,0,Michoacán de Ocampo,Briseñas,16011,0,Briseñas,,
16012,30,Michoacán de Ocampo,Buenavista,16012,30,Buenavista,,
16013,0,Michoacán de Ocampo,Carácuaro,16013,0,Carácuaro,,
16014,10,Michoacán de Ocampo,Coahuayana,16014,10,Coahuayana,,
16015,26,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,16015,26,Coalcomán de Vázquez Pallares,,
16016,10,Michoacán de Ocampo,Coeneo,16016,10,Coeneo,,
16017,0,Michoacán de Ocampo,Contepec,16017,0,Contepec,,
16018,3,Michoacán de Ocampo,Copándaro,16018,3,Copándaro,,
16019,8,Michoacán de Ocampo,Cotija,16019,8,Cotija,,
16020,8,Michoacán de Ocampo,Cuitzeo,16020,8,Cuitzeo,,
16021,0,Michoacán de Ocampo,Charapan,16021,0,Charapan,,
16022,519,Michoacán de Ocampo,Charo,16022,519,Charo,,
16023,0,Michoacán de Ocampo,Chavinda,16023,0,Chavinda,,
16024,12,Michoacán de Ocampo,Cherán,16024,12,Cherán,,
16025,0,Michoacán de Ocampo,Chilchota,16025,0,Chilchota,,
16026,0,Michoacán de Ocampo,Chinicuila,16026,0,Chinicuila,,
16027,2,Michoacán de Ocampo,Chucándiro,16027,2,Chucándiro,,
16028,1,Michoacán de Ocampo,Churintzio,16028,1,Churintzio,,
16029,0,Michoacán de Ocampo,Churumuco,16029,0,Churumuco,,
16030,0,Michoacán de Ocampo,Ecuandureo,16030,0,Ecuandureo,,
16031,7,Michoacán de Ocampo,Epitacio Huerta,16031,7,Epitacio Huerta,,
16032,0,Michoacán de Ocampo,Erongarícuaro,16032,0,Erongarícuaro,,
16033,0,Michoacán de Ocampo,Gabriel Zamora,16033,0,Gabriel Zamora,,
16034,119,Michoacán de Ocampo,Hidalgo,16034,119,Hidalgo,,
16035,28,Michoacán de Ocampo,La Huacana,16035,28,La Huacana,,
16036,5,Michoacán de Ocampo,Huandacareo,16036,5,Huandacareo,,
16037,5,Michoacán de Ocampo,Huaniqueo,16037,5,Huaniqueo,,
16038,73,Michoacán de Ocampo,Huetamo,16038,73,Huetamo,,
16039,0,Michoacán de Ocampo,Huiramba,16039,0,Huiramba,,
16040,10,Michoacán de Ocampo,Indaparapeo,16040,10,Indaparapeo,,
16041,4,Michoacán de Ocampo,Irimbo,16041,4,Irimbo,,
16042,0,Michoacán de Ocampo,Ixtlán,16042,0,Ixtlán,,
16043,14,Michoacán de Ocampo,Jacona,16043,14,Jacona,,
16044,12,Michoacán de Ocampo,Jiménez,16044,12,Jiménez,,
16045,30,Michoacán de Ocampo,Jiquilpan,16045,30,Jiquilpan,,
16046,0,Michoacán de Ocampo,Juárez,16046,0,Juárez,,
16047,0,Michoacán de Ocampo,Jungapeo,16047,0,Jungapeo,,
16048,3,Michoacán de Ocampo,Lagunillas,16048,3,Lagunillas,,
16049,8,Michoacán de Ocampo,Madero,16049,8,Madero,,
16050,82,Michoacán de Ocampo,Maravatío,16050,82,Maravatío,,
16051,4,Michoacán de Ocampo,Marcos Castellanos,16051,4,Marcos Castellanos,,
16052,241,Michoacán de Ocampo,Lázaro Cárdenas,16052,241,Lázaro Cárdenas,,
16053,1407,Michoacán de Ocampo,Morelia,16053,1407,Morelia,,
16054,0,Michoacán de Ocampo,Morelos,16054,0,Morelos,,
16055,22,Michoacán de Ocampo,Múgica,16055,22,Múgica,,
16056,5,Michoacán de Ocampo,Nahuatzen,16056,5,Nahuatzen,,
16057,18,Michoacán de Ocampo,Nocupétaro,16057,18,Nocupétaro,,
16058,0,Michoacán de Ocampo,Nuevo Parangaricutiro,16058,0,Nuevo Parangaricutiro,,
16059,0,Michoacán de Ocampo,Nuevo Urecho,16059,0,Nuevo Urecho,,
16060,0,Michoacán de Ocampo,Numarán,16060,0,Numarán,,
16061,0,Michoacán de Ocampo,Ocampo,16061,0,Ocampo,,
16062,6,Michoacán de Ocampo,Pajacuarán,16062,6,Pajacuarán,,
16063,8,Michoacán de Ocampo,Panindícuaro,16063,8,Panindícuaro,,
16064,0,Michoacán de Ocampo,Parácuaro,16064,0,Parácuaro,,
16065,36,Michoacán de Ocampo,Paracho,16065,36,Paracho,,
16066,154,Michoacán de Ocampo,Pátzcuaro,16066,154,Pátzcuaro,,
16067,4,Michoacán de Ocampo,Penjamillo,16067,4,Penjamillo,,
16068,0,Michoacán de Ocampo,Peribán,16068,0,Peribán,,
16069,189,Michoacán de Ocampo,La Piedad,16069,189,La Piedad,,
16070,24,Michoacán de Ocampo,Purépero,16070,24,Purépero,,
16071,125,Michoacán de Ocampo,Puruándiro,16071,125,Puruándiro,,
16072,13,Michoacán de Ocampo,Queréndaro,16072,13,Queréndaro,,
16073,24,Michoacán de Ocampo,Quiroga,16073,24,Quiroga,,
16074,0,Michoacán de Ocampo,Cojumatlán de Régules,16074,0,Cojumatlán de Régules,,
16075,92,Michoacán de Ocampo,Los Reyes,16075,92,Los Reyes,,
16076,101,Michoacán de Ocampo,Sahuayo,16076,101,Sahuayo,,
16077,0,Michoacán de Ocampo,San Lucas,16077,0,San Lucas,,
16078,0,Michoacán de Ocampo,Santa Ana Maya,16078,0,Santa Ana Maya,,
16079,2,Michoacán de Ocampo,Salvador Escalante,16079,2,Salvador Escalante,,
16080,0,Michoacán de Ocampo,Senguio,16080,0,Senguio,,
16081,0,Michoacán de Ocampo,Susupuato,16081,0,Susupuato,,
16082,73,Michoacán de Ocampo,Tacámbaro,16082,73,Tacámbaro,,
16083,0,Michoacán de Ocampo,Tancítaro,16083,0,Tancítaro,,
16084,16,Michoacán de Ocampo,Tangamandapio,16084,16,Tangamandapio,,
16085,18,Michoacán de Ocampo,Tangancícuaro,16085,18,Tangancícuaro,,
16086,3,Michoacán de Ocampo,Tanhuato,16086,3,Tanhuato,,
16087,0,Michoacán de Ocampo,Taretan,16087,0,Taretan,,
16088,27,Michoacán de Ocampo,Tarímbaro,16088,27,Tarímbaro,,
16089,0,Michoacán de Ocampo,Tepalcatepec,16089,0,Tepalcatepec,,
16090,0,Michoacán de Ocampo,Tingambato,16090,0,Tingambato,,
16091,0,Michoacán de Ocampo,Tingüindín,16091,0,Tingüindín,,
16092,0,Michoacán de Ocampo,Tiquicheo de Nicolás Romero,16092,0,Tiquicheo de Nicolás Romero,,
16093,0,Michoacán de Ocampo,Tlalpujahua,16093,0,Tlalpujahua,,
16094,3,Michoacán de Ocampo,Tlazazalca,16094,3,Tlazazalca,,
16095,0,Michoacán de Ocampo,Tocumbo,16095,0,Tocumbo,,
16096,0,Michoacán de Ocampo,Tumbiscatío,16096,0,Tumbiscatío,,
16097,0,Michoacán de Ocampo,Turicato,16097,0,Turicato,,
16098,49,Michoacán de Ocampo,Tuxpan,16098,49,Tuxpan,,
16099,23,Michoacán de Ocampo,Tuzantla,16099,23,Tuzantla,,
16100,0,Michoacán de Ocampo,Tzintzuntzan,16100,0,Tzintzuntzan,,
16101,0,Michoacán de Ocampo,Tzitzio,16101,0,Tzitzio,,
16102,420,Michoacán de Ocampo,Uruapan,16102,420,Uruapan,,
16103,4,Michoacán de Ocampo,Venustiano Carranza,16103,4,Venustiano Carranza,,
16104,30,Michoacán de Ocampo,Villamar,16104,30,Villamar,,
16105,5,Michoacán de Ocampo,Vista Hermosa,16105,5,Vista Hermosa,,
16106,17,Michoacán de Ocampo,Yurécuaro,16106,17,Yurécuaro,,
16107,212,Michoacán de Ocampo,Zacapu,16107,212,Zacapu,,
16108,347,Michoacán de Ocampo,Zamora,16108,347,Zamora,,
16109,0,Michoacán de Ocampo,Zináparo,16109,0,Zináparo,,
16110,18,Michoacán de Ocampo,Zinapécuaro,16110,18,Zinapécuaro,,
16111,0,Michoacán de Ocampo,Ziracuaretiro,16111,0,Ziracuaretiro,,
16112,179,Michoacán de Ocampo,Zitácuaro,16112,179,Zitácuaro,,
16113,4,Michoacán de Ocampo,José Sixto Verduzco,16113,4,José Sixto Verduzco,,
17001,0,Morelos,Amacuzac,17001,0,Amacuzac,,
17002,0,Morelos,Atlatlahucan,17002,0,Atlatlahucan,,
17003,158,Morelos,Axochiapan,17003,158,Axochiapan,,
17004,3,Morelos,Ayala,17004,3,Ayala,,
17005,0,Morelos,Coatlán del Río,17005,0,Coatlán del Río,,
17006,372,Morelos,Cuautla,17006,372,Cuautla,,
17007,642,Morelos,Cuernavaca,17007,642,Cuernavaca,,
17008,223,Morelos,Emiliano Zapata,17008,223,Emiliano Zapata,,
17009,0,Morelos,Huitzilac,17009,0,Huitzilac,,
17010,0,Morelos,Jantetelco,17010,0,Jantetelco,,
17011,8,Morelos,Jiutepec,17011,8,Jiutepec,,
17012,106,Morelos,Jojutla,17012,106,Jojutla,,
17013,27,Morelos,Jonacatepec de Leandro Valle,17013,27,Jonacatepec de Leandro Valle,,
17014,0,Morelos,Mazatepec,17014,0,Mazatepec,,
17015,0,Morelos,Miacatlán,17015,0,Miacatlán,,
17016,25,Morelos,Ocuituco,17016,25,Ocuituco,,
17017,27,Morelos,Puente de Ixtla,17017,27,Puente de Ixtla,,
17018,62,Morelos,Temixco,17018,62,Temixco,,
17019,3,Morelos,Tepalcingo,17019,3,Tepalcingo,,
17020,0,Morelos,Tepoztlán,17020,0,Tepoztlán,,
17021,64,Morelos,Tetecala,17021,64,Tetecala,,
17022,5,Morelos,Tetela del Volcán,17022,5,Tetela del Volcán,,
17023,0,Morelos,Tlalnepantla,17023,0,Tlalnepantla,,
17024,0,Morelos,Tlaltizapán de Zapata,17024,0,Tlaltizapán de Zapata,,
17025,0,Morelos,Tlaquiltenango,17025,0,Tlaquiltenango,,
17026,0,Morelos,Tlayacapan,17026,0,Tlayacapan,,
17027,0,Morelos,Totolapan,17027,0,Totolapan,,
17028,0,Morelos,Xochitepec,17028,0,Xochitepec,,
17029,108,Morelos,Yautepec,17029,108,Yautepec,,
17030,19,Morelos,Yecapixtla,17030,19,Yecapixtla,,
17031,50,Morelos,Zacatepec,17031,50,Zacatepec,,
17032,0,Morelos,Zacualpan de Amilpas,17032,0,Zacualpan de Amilpas,,
17033,0,Morelos,Temoac,17033,0,Temoac,,
18001,45,Nayarit,Acaponeta,18001,45,Acaponeta,,
18002,0,Nayarit,Ahuacatlán,18002,0,Ahuacatlán,,
18003,0,Nayarit,Amatlán de Cañas,18003,0,Amatlán de Cañas,,
18004,68,Nayarit,Compostela,18004,68,Compostela,,
18005,0,Nayarit,Huajicori,18005,0,Huajicori,,
18006,61,Nayarit,Ixtlán del Río,18006,61,Ixtlán del Río,,
18007,0,Nayarit,Jala,18007,0,Jala,,
18008,0,Nayarit,Xalisco,18008,0,Xalisco,,
18009,31,Nayarit,Del Nayar,18009,31,Del Nayar,,
18010,63,Nayarit,Rosamorada,18010,63,Rosamorada,,
18011,0,Nayarit,Ruíz,18011,0,Ruíz,,
18012,15,Nayarit,San Blas,18012,15,San Blas,,
18013,0,Nayarit,San Pedro Lagunillas,18013,0,San Pedro Lagunillas,,
18014,0,Nayarit,Santa María del Oro,18014,0,Santa María del Oro,,
18015,73,Nayarit,Santiago Ixcuintla,18015,73,Santiago Ixcuintla,,
18016,39,Nayarit,Tecuala,18016,39,Tecuala,,
18017,929,Nayarit,Tepic,18017,929,Tepic,,
18018,43,Nayarit,Tuxpan,18018,43,Tuxpan,,
18019,18,Nayarit,La Yesca,18019,18,La Yesca,,
18020,122,Nayarit,Bahía de Banderas,18020,122,Bahía de Banderas,,
19001,0,Nuevo León,Abasolo,19001,0,Abasolo,,
19002,0,Nuevo León,Agualeguas,19002,0,Agualeguas,,
19003,0,Nuevo León,Los Aldamas,19003,0,Los Aldamas,,
19004,0,Nuevo León,Allende,19004,0,Allende,,
19005,0,Nuevo León,Anáhuac,19005,0,Anáhuac,,
19006,164,Nuevo León,Apodaca,19006,164,Apodaca,,
19007,0,Nuevo León,Aramberri,19007,0,Aramberri,,
19008,0,Nuevo León,Bustamante,19008,0,Bustamante,,
19009,60,Nuevo León,Cadereyta Jiménez,19009,60,Cadereyta Jiménez,,
19010,0,Nuevo León,El Carmen,19010,0,El Carmen,,
19011,40,Nuevo León,Cerralvo,19011,40,Cerralvo,,
19012,0,Nuevo León,Ciénega de Flores,19012,0,Ciénega de Flores,,
19013,11,Nuevo León,China,19013,11,China,,
19014,77,Nuevo León,Doctor Arroyo,19014,77,Doctor Arroyo,,
19015,0,Nuevo León,Doctor Coss,19015,0,Doctor Coss,,
19016,0,Nuevo León,Doctor González,19016,0,Doctor González,,
19017,41,Nuevo León,Galeana,19017,41,Galeana,,
19018,10,Nuevo León,García,19018,10,García,,
19019,148,Nuevo León,San Pedro Garza García,19019,148,San Pedro Garza García,,
19020,0,Nuevo León,General Bravo,19020,0,General Bravo,,
19021,41,Nuevo León,General Escobedo,19021,41,General Escobedo,,
19022,0,Nuevo León,General Terán,19022,0,General Terán,,
19023,0,Nuevo León,General Treviño,19023,0,General Treviño,,
19024,0,Nuevo León,General Zaragoza,19024,0,General Zaragoza,,
19025,0,Nuevo León,General Zuazua,19025,0,General Zuazua,,
19026,773,Nuevo León,Guadalupe,19026,773,Guadalupe,,
19027,0,Nuevo León,Los Herreras,19027,0,Los Herreras,,
19028,0,Nuevo León,Higueras,19028,0,Higueras,,
19029,0,Nuevo León,Hualahuises,19029,0,Hualahuises,,
19030,0,Nuevo León,Iturbide,19030,0,Iturbide,,
19031,9,Nuevo León,Juárez,19031,9,Juárez,,
19032,0,Nuevo León,Lampazos de Naranjo,19032,0,Lampazos de Naranjo,,
19033,75,Nuevo León,Linares,19033,75,Linares,,
19034,0,Nuevo León,Marín,19034,0,Marín,,
19035,0,Nuevo León,Melchor Ocampo,19035,0,Melchor Ocampo,,
19036,0,Nuevo León,Mier y Noriega,19036,0,Mier y Noriega,,
19037,0,Nuevo León,Mina,19037,0,Mina,,
19038,236,Nuevo León,Montemorelos,19038,236,Montemorelos,,
19039,3968,Nuevo León,Monterrey,19039,3968,Monterrey,,
19040,0,Nuevo León,Parás,19040,0,Parás,,
19041,0,Nuevo León,Pesquería,19041,0,Pesquería,,
19042,0,Nuevo León,Los Ramones,19042,0,Los Ramones,,
19043,0,Nuevo León,Rayones,19043,0,Rayones,,
19044,59,Nuevo León,Sabinas Hidalgo,19044,59,Sabinas Hidalgo,,
19045,0,Nuevo León,Salinas Victoria,19045,0,Salinas Victoria,,
19046,592,Nuevo León,San Nicolás de los Garza,19046,592,San Nicolás de los Garza,,
19047,0,Nuevo León,Hidalgo,19047,0,Hidalgo,,
19048,4,Nuevo León,Santa Catarina,19048,4,Santa Catarina,,
19049,0,Nuevo León,Santiago,19049,0,Santiago,,
19050,0,Nuevo León,Vallecillo,19050,0,Vallecillo,,
19051,0,Nuevo León,Villaldama,19051,0,Villaldama,,
20001,0,Oaxaca,Abejones,20001,0,Abejones,,
20002,0,Oaxaca,Acatlán de Pérez Figueroa,20002,0,Acatlán de Pérez Figueroa,,
20003,0,Oaxaca,Asunción Cacalotepec,20003,0,Asunción Cacalotepec,,
20004,0,Oaxaca,Asunción Cuyotepeji,20004,0,Asunción Cuyotepeji,,
20005,0,Oaxaca,Asunción Ixtaltepec,20005,0,Asunción Ixtaltepec,,
20006,27,Oaxaca,Asunción Nochixtlán,20006,27,Asunción Nochixtlán,,
20007,0,Oaxaca,Asunción Ocotlán,20007,0,Asunción Ocotlán,,
20008,0,Oaxaca,Asunción Tlacolulita,20008,0,Asunción Tlacolulita,,
20009,0,Oaxaca,Ayotzintepec,20009,0,Ayotzintepec,,
20010,0,Oaxaca,El Barrio de la Soledad,20010,0,El Barrio de la Soledad,,
20011,0,Oaxaca,Calihualá,20011,0,Calihualá,,
20012,0,Oaxaca,Candelaria Loxicha,20012,0,Candelaria Loxicha,,
20013,0,Oaxaca,Ciénega de Zimatlán,20013,0,Ciénega de Zimatlán,,
20014,69,Oaxaca,Ciudad Ixtepec,20014,69,Ciudad Ixtepec,,
20015,0,Oaxaca,Coatecas Altas,20015,0,Coatecas Altas,,
20016,0,Oaxaca,Coicoyán de las Flores,20016,0,Coicoyán de las Flores,,
20017,0,Oaxaca,La Compañía,20017,0,La Compañía,,
20018,0,Oaxaca,Concepción Buenavista,20018,0,Concepción Buenavista,,
20019,0,Oaxaca,Concepción Pápalo,20019,0,Concepción Pápalo,,
20020,0,Oaxaca,Constancia del Rosario,20020,0,Constancia del Rosario,,
20021,18,Oaxaca,Cosolapa,20021,18,Cosolapa,,
20022,0,Oaxaca,Cosoltepec,20022,0,Cosoltepec,,
20023,0,Oaxaca,Cuilápam de Guerrero,20023,0,Cuilápam de Guerrero,,
20024,0,Oaxaca,Cuyamecalco Villa de Zaragoza,20024,0,Cuyamecalco Villa de Zaragoza,,
20025,0,Oaxaca,Chahuites,20025,0,Chahuites,,
20026,26,Oaxaca,Chalcatongo de Hidalgo,20026,26,Chalcatongo de Hidalgo,,
20027,0,Oaxaca,Chiquihuitlán de Benito Juárez,20027,0,Chiquihuitlán de Benito Juárez,,
20028,0,Oaxaca,Heroica Ciudad de Ejutla de Crespo,20028,0,Heroica Ciudad de Ejutla de Crespo,,
20029,0,Oaxaca,Eloxochitlán de Flores Magón,20029,0,Eloxochitlán de Flores Magón,,
20030,0,Oaxaca,El Espinal,20030,0,El Espinal,,
20031,19,Oaxaca,Tamazulápam del Espíritu Santo,20031,19,Tamazulápam del Espíritu Santo,,
20032,0,Oaxaca,Fresnillo de Trujano,20032,0,Fresnillo de Trujano,,
20033,0,Oaxaca,Guadalupe Etla,20033,0,Guadalupe Etla,,
20034,0,Oaxaca,Guadalupe de Ramírez,20034,0,Guadalupe de Ramírez,,
20035,0,Oaxaca,Guelatao de Juárez,20035,0,Guelatao de Juárez,,
20036,0,Oaxaca,Guevea de Humboldt,20036,0,Guevea de Humboldt,,
20037,0,Oaxaca,Mesones Hidalgo,20037,0,Mesones Hidalgo,,
20038,0,Oaxaca,Villa Hidalgo,20038,0,Villa Hidalgo,,
20039,79,Oaxaca,Heroica Ciudad de Huajuapan de León,20039,79,Heroica Ciudad de Huajuapan de León,,
20040,0,Oaxaca,Huautepec,20040,0,Huautepec,,
20041,24,Oaxaca,Huautla de Jiménez,20041,24,Huautla de Jiménez,,
20042,20,Oaxaca,Ixtlán de Juárez,20042,20,Ixtlán de Juárez,,
20043,120,Oaxaca,Juchitán de Zaragoza,20043,120,Juchitán de Zaragoza,,
20044,22,Oaxaca,Loma Bonita,20044,22,Loma Bonita,,
20045,0,Oaxaca,Magdalena Apasco,20045,0,Magdalena Apasco,,
20046,0,Oaxaca,Magdalena Jaltepec,20046,0,Magdalena Jaltepec,,
20047,0,Oaxaca,Santa Magdalena Jicotlán,20047,0,Santa Magdalena Jicotlán,,
20048,0,Oaxaca,Magdalena Mixtepec,20048,0,Magdalena Mixtepec,,
20049,0,Oaxaca,Magdalena Ocotlán,20049,0,Magdalena Ocotlán,,
20050,0,Oaxaca,Magdalena Peñasco,20050,0,Magdalena Peñasco,,
20051,0,Oaxaca,Magdalena Teitipac,20051,0,Magdalena Teitipac,,
20052,0,Oaxaca,Magdalena Tequisistlán,20052,0,Magdalena Tequisistlán,,
20053,0,Oaxaca,Magdalena Tlacotepec,20053,0,Magdalena Tlacotepec,,
20054,0,Oaxaca,Magdalena Zahuatlán,20054,0,Magdalena Zahuatlán,,
20055,0,Oaxaca,Mariscala de Juárez,20055,0,Mariscala de Juárez,,
20056,0,Oaxaca,Mártires de Tacubaya,20056,0,Mártires de Tacubaya,,
20057,42,Oaxaca,Matías Romero Avendaño,20057,42,Matías Romero Avendaño,,
20058,0,Oaxaca,Mazatlán Villa de Flores,20058,0,Mazatlán Villa de Flores,,
20059,37,Oaxaca,Miahuatlán de Porfirio Díaz,20059,37,Miahuatlán de Porfirio Díaz,,
20060,0,Oaxaca,Mixistlán de la Reforma,20060,0,Mixistlán de la Reforma,,
20061,0,Oaxaca,Monjas,20061,0,Monjas,,
20062,0,Oaxaca,Natividad,20062,0,Natividad,,
20063,0,Oaxaca,Nazareno Etla,20063,0,Nazareno Etla,,
20064,22,Oaxaca,Nejapa de Madero,20064,22,Nejapa de Madero,,
20065,0,Oaxaca,Ixpantepec Nieves,20065,0,Ixpantepec Nieves,,
20066,0,Oaxaca,Santiago Niltepec,20066,0,Santiago Niltepec,,
20067,634,Oaxaca,Oaxaca de Juárez,20067,634,Oaxaca de Juárez,,
20068,0,Oaxaca,Ocotlán de Morelos,20068,0,Ocotlán de Morelos,,
20069,0,Oaxaca,La Pe,20069,0,La Pe,,
20070,0,Oaxaca,Pinotepa de Don Luis,20070,0,Pinotepa de Don Luis,,
20071,0,Oaxaca,Pluma Hidalgo,20071,0,Pluma Hidalgo,,
20072,0,Oaxaca,San José del Progreso,20072,0,San José del Progreso,,
20073,94,Oaxaca,Putla Villa de Guerrero,20073,94,Putla Villa de Guerrero,,
20074,0,Oaxaca,Santa Catarina Quioquitani,20074,0,Santa Catarina Quioquitani,,
20075,0,Oaxaca,Reforma de Pineda,20075,0,Reforma de Pineda,,
20076,0,Oaxaca,La Reforma,20076,0,La Reforma,,
20077,0,Oaxaca,Reyes Etla,20077,0,Reyes Etla,,
20078,0,Oaxaca,Rojas de Cuauhtémoc,20078,0,Rojas de Cuauhtémoc,,
20079,210,Oaxaca,Salina Cruz,20079,210,Salina Cruz,,
20080,0,Oaxaca,San Agustín Amatengo,20080,0,San Agustín Amatengo,,
20081,0,Oaxaca,San Agustín Atenango,20081,0,San Agustín Atenango,,
20082,0,Oaxaca,San Agustín Chayuco,20082,0,San Agustín Chayuco,,
20083,12,Oaxaca,San Agustín de las Juntas,20083,12,San Agustín de las Juntas,,
20084,0,Oaxaca,San Agustín Etla,20084,0,San Agustín Etla,,
20085,0,Oaxaca,San Agustín Loxicha,20085,0,San Agustín Loxicha,,
20086,0,Oaxaca,San Agustín Tlacotepec,20086,0,San Agustín Tlacotepec,,
20087,0,Oaxaca,San Agustín Yatareni,20087,0,San Agustín Yatareni,,
20088,0,Oaxaca,San Andrés Cabecera Nueva,20088,0,San Andrés Cabecera Nueva,,
20089,0,Oaxaca,San Andrés Dinicuiti,20089,0,San Andrés Dinicuiti,,
20090,0,Oaxaca,San Andrés Huaxpaltepec,20090,0,San Andrés Huaxpaltepec,,
20091,0,Oaxaca,San Andrés Huayápam,20091,0,San Andrés Huayápam,,
20092,0,Oaxaca,San Andrés Ixtlahuaca,20092,0,San Andrés Ixtlahuaca,,
20093,0,Oaxaca,San Andrés Lagunas,20093,0,San Andrés Lagunas,,
20094,0,Oaxaca,San Andrés Nuxiño,20094,0,San Andrés Nuxiño,,
20095,0,Oaxaca,San Andrés Paxtlán,20095,0,San Andrés Paxtlán,,
20096,0,Oaxaca,San Andrés Sinaxtla,20096,0,San Andrés Sinaxtla,,
20097,0,Oaxaca,San Andrés Solaga,20097,0,San Andrés Solaga,,
20098,0,Oaxaca,San Andrés Teotilálpam,20098,0,San Andrés Teotilálpam,,
20099,0,Oaxaca,San Andrés Tepetlapa,20099,0,San Andrés Tepetlapa,,
20100,0,Oaxaca,San Andrés Yaá,20100,0,San Andrés Yaá,,
20101,0,Oaxaca,San Andrés Zabache,20101,0,San Andrés Zabache,,
20102,0,Oaxaca,San Andrés Zautla,20102,0,San Andrés Zautla,,
20103,0,Oaxaca,San Antonino Castillo Velasco,20103,0,San Antonino Castillo Velasco,,
20104,0,Oaxaca,San Antonino el Alto,20104,0,San Antonino el Alto,,
20105,0,Oaxaca,San Antonino Monte Verde,20105,0,San Antonino Monte Verde,,
20106,0,Oaxaca,San Antonio Acutla,20106,0,San Antonio Acutla,,
20107,0,Oaxaca,San Antonio de la Cal,20107,0,San Antonio de la Cal,,
20108,0,Oaxaca,San Antonio Huitepec,20108,0,San Antonio Huitepec,,
20109,0,Oaxaca,San Antonio Nanahuatípam,20109,0,San Antonio Nanahuatípam,,
20110,0,Oaxaca,San Antonio Sinicahua,20110,0,San Antonio Sinicahua,,
20111,0,Oaxaca,San Antonio Tepetlapa,20111,0,San Antonio Tepetlapa,,
20112,0,Oaxaca,San Baltazar Chichicápam,20112,0,San Baltazar Chichicápam,,
20113,0,Oaxaca,San Baltazar Loxicha,20113,0,San Baltazar Loxicha,,
20114,0,Oaxaca,San Baltazar Yatzachi el Bajo,20114,0,San Baltazar Yatzachi el Bajo,,
20115,428,Oaxaca,San Bartolo Coyotepec,20115,428,San Bartolo Coyotepec,,
20116,0,Oaxaca,San Bartolomé Ayautla,20116,0,San Bartolomé Ayautla,,
20117,0,Oaxaca,San Bartolomé Loxicha,20117,0,San Bartolomé Loxicha,,
20118,0,Oaxaca,San Bartolomé Quialana,20118,0,San Bartolomé Quialana,,
20119,0,Oaxaca,San Bartolomé Yucuañe,20119,0,San Bartolomé Yucuañe,,
20120,0,Oaxaca,San Bartolomé Zoogocho,20120,0,San Bartolomé Zoogocho,,
20121,0,Oaxaca,San Bartolo Soyaltepec,20121,0,San Bartolo Soyaltepec,,
20122,0,Oaxaca,San Bartolo Yautepec,20122,0,San Bartolo Yautepec,,
20123,0,Oaxaca,San Bernardo Mixtepec,20123,0,San Bernardo Mixtepec,,
20124,0,Oaxaca,San Blas Atempa,20124,0,San Blas Atempa,,
20125,0,Oaxaca,San Carlos Yautepec,20125,0,San Carlos Yautepec,,
20126,0,Oaxaca,San Cristóbal Amatlán,20126,0,San Cristóbal Amatlán,,
20127,0,Oaxaca,San Cristóbal Amoltepec,20127,0,San Cristóbal Amoltepec,,
20128,0,Oaxaca,San Cristóbal Lachirioag,20128,0,San Cristóbal Lachirioag,,
20129,0,Oaxaca,San Cristóbal Suchixtlahuaca,20129,0,San Cristóbal Suchixtlahuaca,,
20130,0,Oaxaca,San Dionisio del Mar,20130,0,San Dionisio del Mar,,
20131,0,Oaxaca,San Dionisio Ocotepec,20131,0,San Dionisio Ocotepec,,
20132,0,Oaxaca,San Dionisio Ocotlán,20132,0,San Dionisio Ocotlán,,
20133,0,Oaxaca,San Esteban Atatlahuca,20133,0,San Esteban Atatlahuca,,
20134,0,Oaxaca,San Felipe Jalapa de Díaz,20134,0,San Felipe Jalapa de Díaz,,
20135,0,Oaxaca,San Felipe Tejalápam,20135,0,San Felipe Tejalápam,,
20136,0,Oaxaca,San Felipe Usila,20136,0,San Felipe Usila,,
20137,0,Oaxaca,San Francisco Cahuacuá,20137,0,San Francisco Cahuacuá,,
20138,0,Oaxaca,San Francisco Cajonos,20138,0,San Francisco Cajonos,,
20139,0,Oaxaca,San Francisco Chapulapa,20139,0,San Francisco Chapulapa,,
20140,0,Oaxaca,San Francisco Chindúa,20140,0,San Francisco Chindúa,,
20141,0,Oaxaca,San Francisco del Mar,20141,0,San Francisco del Mar,,
20142,0,Oaxaca,San Francisco Huehuetlán,20142,0,San Francisco Huehuetlán,,
20143,0,Oaxaca,San Francisco Ixhuatán,20143,0,San Francisco Ixhuatán,,
20144,0,Oaxaca,San Francisco Jaltepetongo,20144,0,San Francisco Jaltepetongo,,
20145,0,Oaxaca,San Francisco Lachigoló,20145,0,San Francisco Lachigoló,,
20146,0,Oaxaca,San Francisco Logueche,20146,0,San Francisco Logueche,,
20147,0,Oaxaca,San Francisco Nuxaño,20147,0,San Francisco Nuxaño,,
20148,0,Oaxaca,San Francisco Ozolotepec,20148,0,San Francisco Ozolotepec,,
20149,0,Oaxaca,San Francisco Sola,20149,0,San Francisco Sola,,
20150,4,Oaxaca,San Francisco Telixtlahuaca,20150,4,San Francisco Telixtlahuaca,,
20151,0,Oaxaca,San Francisco Teopan,20151,0,San Francisco Teopan,,
